# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_fdr_bh	study_items
GO:0014719	BP	p	skeletal muscle satellite cell activation	0/1277	3/43182	1.0	3	0	1.0	1.0	
GO:0042984	BP	p	regulation of amyloid precursor protein biosynthetic process	0/1277	3/43182	1.0	8	0	1.0	1.0	
GO:0006228	BP	p	UTP biosynthetic process	0/1277	9/43182	1.0	11	0	1.0	1.0	
GO:0034398	BP	p	telomere tethering at nuclear periphery	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:1904271	BP	p	L-proline import across plasma membrane	0/1277	3/43182	1.0	11	0	1.0	1.0	
GO:0014033	BP	p	neural crest cell differentiation	0/1277	11/43182	1.0	5	0	1.0	1.0	
GO:1903774	BP	p	positive regulation of viral budding via host ESCRT complex	0/1277	3/43182	1.0	6	0	1.0	1.0	
GO:0090083	BP	p	regulation of inclusion body assembly	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:1902946	BP	p	protein localization to early endosome	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:1904959	BP	p	regulation of cytochrome-c oxidase activity	0/1277	2/43182	1.0	9	0	1.0	1.0	
GO:1904464	BP	p	regulation of matrix metallopeptidase secretion	0/1277	2/43182	1.0	9	0	1.0	1.0	
GO:0071444	BP	p	cellular response to pheromone	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0032212	BP	p	positive regulation of telomere maintenance via telomerase	1/1277	34/43182	1.0	10	1	1.0	1.0	7203
GO:0070105	BP	p	positive regulation of interleukin-6-mediated signaling pathway	0/1277	3/43182	1.0	8	0	1.0	1.0	
GO:1990791	BP	p	dorsal root ganglion development	0/1277	5/43182	1.0	5	0	1.0	1.0	
GO:0090117	BP	p	endosome to lysosome transport of low-density lipoprotein particle	0/1277	2/43182	1.0	10	0	1.0	1.0	
GO:0006148	BP	p	inosine catabolic process	0/1277	2/43182	1.0	10	0	1.0	1.0	
GO:0060442	BP	p	branching involved in prostate gland morphogenesis	0/1277	5/43182	1.0	6	0	1.0	1.0	
GO:0097466	BP	p	ubiquitin-dependent glycoprotein ERAD pathway	0/1277	2/43182	1.0	11	0	1.0	1.0	
GO:0017192	BP	p	N-terminal peptidyl-glutamine acetylation	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0006049	BP	p	UDP-N-acetylglucosamine catabolic process	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0090267	BP	p	positive regulation of mitotic cell cycle spindle assembly checkpoint	0/1277	12/43182	1.0	11	0	1.0	1.0	
GO:0032484	BP	p	Ral protein signal transduction	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0050666	BP	p	regulation of homocysteine metabolic process	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0007400	BP	p	neuroblast fate determination	0/1277	1/43182	1.0	4	0	1.0	1.0	
GO:0018205	BP	p	peptidyl-lysine modification	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0042490	BP	p	mechanoreceptor differentiation	0/1277	4/43182	1.0	5	0	1.0	1.0	
GO:0060399	BP	p	positive regulation of growth hormone receptor signaling pathway	0/1277	3/43182	1.0	7	0	1.0	1.0	
GO:0006301	BP	p	postreplication repair	0/1277	9/43182	1.0	8	0	1.0	1.0	
GO:0072284	BP	p	metanephric S-shaped body morphogenesis	0/1277	4/43182	1.0	4	0	1.0	1.0	
GO:0046434	BP	p	organophosphate catabolic process	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0097527	BP	p	necroptotic signaling pathway	0/1277	8/43182	1.0	5	0	1.0	1.0	
GO:0061138	BP	p	morphogenesis of a branching epithelium	0/1277	4/43182	1.0	5	0	1.0	1.0	
GO:0042262	BP	p	DNA protection	0/1277	6/43182	1.0	7	0	1.0	1.0	
GO:0018401	BP	p	peptidyl-proline hydroxylation to 4-hydroxy-L-proline	0/1277	8/43182	1.0	9	0	1.0	1.0	
GO:0070723	BP	p	response to cholesterol	0/1277	10/43182	1.0	6	0	1.0	1.0	
GO:0090009	BP	p	primitive streak formation	0/1277	11/43182	1.0	3	0	1.0	1.0	
GO:0042492	BP	p	gamma-delta T cell differentiation	0/1277	6/43182	1.0	8	0	1.0	1.0	
GO:0045089	BP	p	positive regulation of innate immune response	0/1277	27/43182	1.0	7	0	1.0	1.0	
GO:0060687	BP	p	regulation of branching involved in prostate gland morphogenesis	0/1277	5/43182	1.0	6	0	1.0	1.0	
GO:0021666	BP	p	rhombomere 5 formation	0/1277	1/43182	1.0	4	0	1.0	1.0	
GO:2000719	BP	p	negative regulation of maintenance of mitotic sister chromatid cohesion, centromeric	0/1277	1/43182	1.0	11	0	1.0	1.0	
GO:0016191	BP	p	synaptic vesicle uncoating	0/1277	6/43182	1.0	9	0	1.0	1.0	
GO:1903673	BP	p	mitotic cleavage furrow formation	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:1904389	BP	p	rod bipolar cell differentiation	0/1277	2/43182	1.0	7	0	1.0	1.0	
GO:0051796	BP	p	negative regulation of timing of catagen	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0106030	BP	p	neuron projection fasciculation	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0097090	BP	p	presynaptic membrane organization	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0090288	BP	p	negative regulation of cellular response to growth factor stimulus	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:0090313	BP	p	regulation of protein targeting to membrane	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0071105	BP	p	response to interleukin-11	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0003311	BP	p	pancreatic D cell differentiation	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:1990134	BP	p	epithelial cell apoptotic process involved in palatal shelf morphogenesis	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:1903849	BP	p	positive regulation of aorta morphogenesis	0/1277	2/43182	1.0	7	0	1.0	1.0	
GO:0021895	BP	p	cerebral cortex neuron differentiation	0/1277	14/43182	1.0	6	0	1.0	1.0	
GO:0061944	BP	p	negative regulation of protein K48-linked ubiquitination	0/1277	2/43182	1.0	12	0	1.0	1.0	
GO:0002920	BP	p	regulation of humoral immune response	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:0048160	BP	p	primary follicle stage	0/1277	2/43182	1.0	4	0	1.0	1.0	
GO:0150077	BP	p	regulation of neuroinflammatory response	0/1277	9/43182	1.0	7	0	1.0	1.0	
GO:0002897	BP	p	positive regulation of central B cell tolerance induction	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0001675	BP	p	acrosome assembly	0/1277	25/43182	1.0	7	0	1.0	1.0	
GO:0051041	BP	p	positive regulation of calcium-independent cell-cell adhesion	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0050817	BP	p	coagulation	0/1277	2/43182	1.0	2	0	1.0	1.0	
GO:0007320	BP	p	insemination	0/1277	4/43182	1.0	3	0	1.0	1.0	
GO:0001682	BP	p	tRNA 5'-leader removal	0/1277	13/43182	1.0	11	0	1.0	1.0	
GO:0048103	BP	p	somatic stem cell division	0/1277	7/43182	1.0	4	0	1.0	1.0	
GO:0033559	BP	p	unsaturated fatty acid metabolic process	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0061643	BP	p	chemorepulsion of axon	0/1277	3/43182	1.0	5	0	1.0	1.0	
GO:0016539	BP	p	intein-mediated protein splicing	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:1900037	BP	p	regulation of cellular response to hypoxia	0/1277	5/43182	1.0	6	0	1.0	1.0	
GO:0046960	BP	p	sensitization	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0015732	BP	p	prostaglandin transport	0/1277	12/43182	1.0	9	0	1.0	1.0	
GO:0070315	BP	p	G1 to G0 transition involved in cell differentiation	0/1277	6/43182	1.0	4	0	1.0	1.0	
GO:0071378	BP	p	cellular response to growth hormone stimulus	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:1903729	BP	p	regulation of plasma membrane organization	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0021521	BP	p	ventral spinal cord interneuron specification	0/1277	3/43182	1.0	5	0	1.0	1.0	
GO:0031652	BP	p	positive regulation of heat generation	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0021972	BP	p	corticospinal neuron axon guidance through spinal cord	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0034367	BP	p	protein-containing complex remodeling	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0072249	BP	p	metanephric podocyte development	0/1277	2/43182	1.0	7	0	1.0	1.0	
GO:0070200	BP	p	establishment of protein localization to telomere	0/1277	7/43182	1.0	8	0	1.0	1.0	
GO:0045071	BP	p	negative regulation of viral genome replication	1/1277	43/43182	1.0	6	1	1.0	1.0	3609
GO:0045226	BP	p	extracellular polysaccharide biosynthetic process	0/1277	3/43182	1.0	6	0	1.0	1.0	
GO:0009156	BP	p	ribonucleoside monophosphate biosynthetic process	0/1277	4/43182	1.0	9	0	1.0	1.0	
GO:0090257	BP	p	regulation of muscle system process	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0090075	BP	p	relaxation of muscle	0/1277	1/43182	1.0	4	0	1.0	1.0	
GO:1901610	BP	p	positive regulation of vesicle transport along microtubule	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0032049	BP	p	cardiolipin biosynthetic process	0/1277	7/43182	1.0	9	0	1.0	1.0	
GO:0014063	BP	p	negative regulation of serotonin secretion	0/1277	5/43182	1.0	8	0	1.0	1.0	
GO:0061296	BP	p	negative regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:0042775	BP	p	mitochondrial ATP synthesis coupled electron transport	0/1277	9/43182	1.0	7	0	1.0	1.0	
GO:0034255	BP	p	regulation of urea metabolic process	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0071676	BP	p	negative regulation of mononuclear cell migration	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0007130	BP	p	synaptonemal complex assembly	0/1277	23/43182	1.0	7	0	1.0	1.0	
GO:0070681	BP	p	glutaminyl-tRNAGln biosynthesis via transamidation	0/1277	3/43182	1.0	10	0	1.0	1.0	
GO:0010749	BP	p	regulation of nitric oxide mediated signal transduction	0/1277	3/43182	1.0	7	0	1.0	1.0	
GO:0018026	BP	p	peptidyl-lysine monomethylation	0/1277	9/43182	1.0	9	0	1.0	1.0	
GO:0180010	BP	p	co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway	0/1277	3/43182	1.0	10	0	1.0	1.0	
GO:0046831	BP	p	regulation of RNA export from nucleus	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0021988	BP	p	olfactory lobe development	0/1277	1/43182	1.0	3	0	1.0	1.0	
GO:0048515	BP	p	spermatid differentiation	0/1277	8/43182	1.0	4	0	1.0	1.0	
GO:0002636	BP	p	positive regulation of germinal center formation	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0071887	BP	p	leukocyte apoptotic process	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:0035672	BP	p	oligopeptide transmembrane transport	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:1902565	BP	p	positive regulation of neutrophil activation	0/1277	2/43182	1.0	7	0	1.0	1.0	
GO:1905747	BP	p	negative regulation of saliva secretion	0/1277	3/43182	1.0	7	0	1.0	1.0	
GO:0070178	BP	p	D-serine metabolic process	0/1277	2/43182	1.0	9	0	1.0	1.0	
GO:0035279	BP	p	miRNA-mediated gene silencing by mRNA destabilization	0/1277	4/43182	1.0	12	0	1.0	1.0	
GO:0034085	BP	p	establishment of sister chromatid cohesion	0/1277	2/43182	1.0	3	0	1.0	1.0	
GO:0019408	BP	p	dolichol biosynthetic process	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0045645	BP	p	positive regulation of eosinophil differentiation	0/1277	2/43182	1.0	11	0	1.0	1.0	
GO:0010819	BP	p	regulation of T cell chemotaxis	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:0006171	BP	p	cAMP biosynthetic process	0/1277	10/43182	1.0	11	0	1.0	1.0	
GO:0007423	BP	p	sensory organ development	0/1277	19/43182	1.0	4	0	1.0	1.0	
GO:1905162	BP	p	regulation of phagosome maturation	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:0002438	BP	p	acute inflammatory response to antigenic stimulus	0/1277	6/43182	1.0	6	0	1.0	1.0	
GO:0044843	BP	p	cell cycle G1/S phase transition	0/1277	4/43182	1.0	4	0	1.0	1.0	
GO:0015727	BP	p	lactate transport	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0006556	BP	p	S-adenosylmethionine biosynthetic process	0/1277	4/43182	1.0	5	0	1.0	1.0	
GO:0032474	BP	p	otolith morphogenesis	0/1277	4/43182	1.0	4	0	1.0	1.0	
GO:0099151	BP	p	regulation of postsynaptic density assembly	0/1277	13/43182	1.0	8	0	1.0	1.0	
GO:0050674	BP	p	urothelial cell proliferation	0/1277	1/43182	1.0	4	0	1.0	1.0	
GO:0048635	BP	p	negative regulation of muscle organ development	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0050851	BP	p	antigen receptor-mediated signaling pathway	0/1277	6/43182	1.0	9	0	1.0	1.0	
GO:0010668	BP	p	ectodermal cell differentiation	0/1277	4/43182	1.0	4	0	1.0	1.0	
GO:0010810	BP	p	regulation of cell-substrate adhesion	0/1277	3/43182	1.0	5	0	1.0	1.0	
GO:1905580	BP	p	positive regulation of ERBB3 signaling pathway	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:1990539	BP	p	fructose import across plasma membrane	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:1903403	BP	p	negative regulation of renal phosphate excretion	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0042663	BP	p	regulation of endodermal cell fate specification	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0090271	BP	p	positive regulation of fibroblast growth factor production	0/1277	4/43182	1.0	10	0	1.0	1.0	
GO:0034331	BP	p	cell junction maintenance	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:0071731	BP	p	response to nitric oxide	0/1277	5/43182	1.0	4	0	1.0	1.0	
GO:0018125	BP	p	peptidyl-cysteine methylation	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0006711	BP	p	estrogen catabolic process	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0038193	BP	p	thromboxane A2 signaling pathway	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:1903911	BP	p	positive regulation of receptor clustering	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0033026	BP	p	negative regulation of mast cell apoptotic process	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:1903975	BP	p	regulation of glial cell migration	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0035026	BP	p	leading edge cell differentiation	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0031630	BP	p	regulation of synaptic vesicle fusion to presynaptic active zone membrane	0/1277	6/43182	1.0	7	0	1.0	1.0	
GO:0010155	BP	p	regulation of proton transport	0/1277	3/43182	1.0	8	0	1.0	1.0	
GO:0009188	BP	p	ribonucleoside diphosphate biosynthetic process	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0106001	BP	p	intestinal hexose absorption	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:1902623	BP	p	negative regulation of neutrophil migration	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:1901251	BP	p	positive regulation of lung goblet cell differentiation	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0002455	BP	p	humoral immune response mediated by circulating immunoglobulin	0/1277	4/43182	1.0	7	0	1.0	1.0	
GO:0051562	BP	p	negative regulation of mitochondrial calcium ion concentration	0/1277	4/43182	1.0	8	0	1.0	1.0	
GO:0097581	BP	p	lamellipodium organization	0/1277	3/43182	1.0	6	0	1.0	1.0	
GO:1901163	BP	p	regulation of trophoblast cell migration	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:0046296	BP	p	glycolate catabolic process	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:1905711	BP	p	response to phosphatidylethanolamine	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0034418	BP	p	urate biosynthetic process	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:0051960	BP	p	regulation of nervous system development	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:0097535	BP	p	lymphoid lineage cell migration into thymus	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:0071322	BP	p	cellular response to carbohydrate stimulus	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:0070253	BP	p	somatostatin secretion	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0035772	BP	p	interleukin-13-mediated signaling pathway	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0060837	BP	p	blood vessel endothelial cell differentiation	0/1277	4/43182	1.0	6	0	1.0	1.0	
GO:1900005	BP	p	positive regulation of serine-type endopeptidase activity	0/1277	3/43182	1.0	10	0	1.0	1.0	
GO:2000973	BP	p	regulation of pro-B cell differentiation	0/1277	4/43182	1.0	7	0	1.0	1.0	
GO:1900731	BP	p	positive regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0002517	BP	p	T cell tolerance induction	0/1277	1/43182	1.0	3	0	1.0	1.0	
GO:0000305	BP	p	response to oxygen radical	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:2001271	BP	p	negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis	0/1277	3/43182	1.0	12	0	1.0	1.0	
GO:1902480	BP	p	protein localization to mitotic spindle	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0002344	BP	p	B cell affinity maturation	0/1277	2/43182	1.0	4	0	1.0	1.0	
GO:0099150	BP	p	regulation of postsynaptic specialization assembly	0/1277	3/43182	1.0	7	0	1.0	1.0	
GO:0010593	BP	p	negative regulation of lamellipodium assembly	0/1277	4/43182	1.0	9	0	1.0	1.0	
GO:0019556	BP	p	histidine catabolic process to glutamate and formamide	0/1277	4/43182	1.0	10	0	1.0	1.0	
GO:0060382	BP	p	regulation of DNA strand elongation	0/1277	16/43182	1.0	7	0	1.0	1.0	
GO:0045623	BP	p	negative regulation of T-helper cell differentiation	0/1277	1/43182	1.0	13	0	1.0	1.0	
GO:0031579	BP	p	membrane raft organization	0/1277	5/43182	1.0	5	0	1.0	1.0	
GO:0060765	BP	p	regulation of androgen receptor signaling pathway	0/1277	14/43182	1.0	7	0	1.0	1.0	
GO:0015689	BP	p	molybdate ion transport	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0006808	BP	p	regulation of nitrogen utilization	0/1277	2/43182	1.0	7	0	1.0	1.0	
GO:0033044	BP	p	regulation of chromosome organization	0/1277	17/43182	1.0	6	0	1.0	1.0	
GO:0002373	BP	p	plasmacytoid dendritic cell cytokine production	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0002152	BP	p	bile acid conjugation	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:1904702	BP	p	regulation of protein localization to adherens junction	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:1903302	BP	p	regulation of pyruvate kinase activity	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0007616	BP	p	long-term memory	1/1277	38/43182	1.0	7	1	1.0	1.0	5590
GO:1903801	BP	p	L-leucine import across plasma membrane	0/1277	3/43182	1.0	11	0	1.0	1.0	
GO:0031104	BP	p	dendrite regeneration	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0071504	BP	p	cellular response to heparin	0/1277	5/43182	1.0	6	0	1.0	1.0	
GO:0032423	BP	p	regulation of mismatch repair	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0050774	BP	p	negative regulation of dendrite morphogenesis	0/1277	8/43182	1.0	10	0	1.0	1.0	
GO:0070849	BP	p	response to epidermal growth factor	0/1277	4/43182	1.0	4	0	1.0	1.0	
GO:0060448	BP	p	dichotomous subdivision of terminal units involved in lung branching	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:1905006	BP	p	negative regulation of epithelial to mesenchymal transition involved in endocardial cushion formation	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:1904643	BP	p	response to curcumin	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:1903373	BP	p	positive regulation of endoplasmic reticulum tubular network organization	0/1277	4/43182	1.0	7	0	1.0	1.0	
GO:1905037	BP	p	autophagosome organization	0/1277	4/43182	1.0	6	0	1.0	1.0	
GO:1901201	BP	p	regulation of extracellular matrix assembly	0/1277	4/43182	1.0	6	0	1.0	1.0	
GO:0106272	BP	p	protein localization to ERGIC	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0001544	BP	p	initiation of primordial ovarian follicle growth	0/1277	2/43182	1.0	3	0	1.0	1.0	
GO:0033316	BP	p	meiotic spindle assembly checkpoint signaling	0/1277	1/43182	1.0	12	0	1.0	1.0	
GO:0000183	BP	p	rDNA heterochromatin formation	0/1277	7/43182	1.0	12	0	1.0	1.0	
GO:1902047	BP	p	polyamine transmembrane transport	0/1277	5/43182	1.0	6	0	1.0	1.0	
GO:0032792	BP	p	negative regulation of CREB transcription factor activity	0/1277	5/43182	1.0	11	0	1.0	1.0	
GO:0045646	BP	p	regulation of erythrocyte differentiation	0/1277	6/43182	1.0	8	0	1.0	1.0	
GO:1903780	BP	p	negative regulation of cardiac conduction	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0061143	BP	p	alveolar primary septum development	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0046726	BP	p	positive regulation by virus of viral protein levels in host cell	0/1277	4/43182	1.0	5	0	1.0	1.0	
GO:0036146	BP	p	cellular response to mycotoxin	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0051983	BP	p	regulation of chromosome segregation	0/1277	9/43182	1.0	6	0	1.0	1.0	
GO:0090170	BP	p	regulation of Golgi inheritance	0/1277	4/43182	1.0	7	0	1.0	1.0	
GO:1902608	BP	p	positive regulation of large conductance calcium-activated potassium channel activity	0/1277	2/43182	1.0	11	0	1.0	1.0	
GO:1905809	BP	p	negative regulation of synapse organization	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0070304	BP	p	positive regulation of stress-activated protein kinase signaling cascade	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0036268	BP	p	swimming	0/1277	1/43182	1.0	2	0	1.0	1.0	
GO:1990044	BP	p	protein localization to lipid droplet	0/1277	4/43182	1.0	6	0	1.0	1.0	
GO:0006701	BP	p	progesterone biosynthetic process	0/1277	3/43182	1.0	8	0	1.0	1.0	
GO:0015871	BP	p	choline transport	0/1277	9/43182	1.0	6	0	1.0	1.0	
GO:0038188	BP	p	cholecystokinin signaling pathway	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:0035544	BP	p	negative regulation of SNARE complex assembly	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0038041	BP	p	cross-receptor inhibition within G protein-coupled receptor heterodimer	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0006592	BP	p	ornithine biosynthetic process	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:1901346	BP	p	negative regulation of vasculature development involved in avascular cornea development in camera-type eye	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0036145	BP	p	dendritic cell homeostasis	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:0060601	BP	p	lateral sprouting from an epithelium	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0150102	BP	p	negative regulation of monocyte activation	0/1277	3/43182	1.0	7	0	1.0	1.0	
GO:0033275	BP	p	actin-myosin filament sliding	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0090188	BP	p	negative regulation of pancreatic juice secretion	0/1277	5/43182	1.0	7	0	1.0	1.0	
GO:0019265	BP	p	glycine biosynthetic process, by transamination of glyoxylate	0/1277	2/43182	1.0	11	0	1.0	1.0	
GO:0048486	BP	p	parasympathetic nervous system development	0/1277	1/43182	1.0	4	0	1.0	1.0	
GO:0090219	BP	p	negative regulation of lipid kinase activity	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:0051355	BP	p	proprioception involved in equilibrioception	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:2001169	BP	p	regulation of ATP biosynthetic process	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:1904550	BP	p	response to arachidonic acid	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0072272	BP	p	proximal/distal pattern formation involved in metanephric nephron development	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:0060841	BP	p	venous blood vessel development	0/1277	5/43182	1.0	4	0	1.0	1.0	
GO:0150116	BP	p	regulation of cell-substrate junction organization	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0006408	BP	p	snRNA export from nucleus	0/1277	4/43182	1.0	10	0	1.0	1.0	
GO:0030878	BP	p	thyroid gland development	0/1277	30/43182	1.0	5	0	1.0	1.0	
GO:0014861	BP	p	regulation of skeletal muscle contraction via regulation of action potential	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0098838	BP	p	folate transmembrane transport	0/1277	3/43182	1.0	9	0	1.0	1.0	
GO:0045836	BP	p	positive regulation of meiotic nuclear division	0/1277	6/43182	1.0	8	0	1.0	1.0	
GO:0071545	BP	p	inositol phosphate catabolic process	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0090156	BP	p	intracellular sphingolipid homeostasis	0/1277	5/43182	1.0	4	0	1.0	1.0	
GO:2000409	BP	p	positive regulation of T cell extravasation	0/1277	2/43182	1.0	11	0	1.0	1.0	
GO:0060220	BP	p	camera-type eye photoreceptor cell fate commitment	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0051638	BP	p	barbed-end actin filament uncapping	0/1277	1/43182	1.0	13	0	1.0	1.0	
GO:0050655	BP	p	dermatan sulfate proteoglycan metabolic process	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0090260	BP	p	negative regulation of retinal ganglion cell axon guidance	0/1277	2/43182	1.0	10	0	1.0	1.0	
GO:0070318	BP	p	positive regulation of G0 to G1 transition	0/1277	5/43182	1.0	7	0	1.0	1.0	
GO:0031365	BP	p	N-terminal protein amino acid modification	0/1277	4/43182	1.0	6	0	1.0	1.0	
GO:0050922	BP	p	negative regulation of chemotaxis	0/1277	4/43182	1.0	6	0	1.0	1.0	
GO:0006895	BP	p	Golgi to endosome transport	0/1277	15/43182	1.0	7	0	1.0	1.0	
GO:1900148	BP	p	negative regulation of Schwann cell migration	0/1277	3/43182	1.0	8	0	1.0	1.0	
GO:0072721	BP	p	cellular response to dithiothreitol	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0060537	BP	p	muscle tissue development	0/1277	5/43182	1.0	4	0	1.0	1.0	
GO:1903721	BP	p	positive regulation of I-kappaB phosphorylation	0/1277	6/43182	1.0	10	0	1.0	1.0	
GO:1903770	BP	p	negative regulation of beta-galactosidase activity	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0019478	BP	p	D-amino acid catabolic process	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0140668	BP	p	positive regulation of oxytocin production	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:1901253	BP	p	negative regulation of intracellular transport of viral material	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:1904905	BP	p	negative regulation of endothelial cell-matrix adhesion via fibronectin	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0031128	BP	p	developmental induction	0/1277	1/43182	1.0	2	0	1.0	1.0	
